StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q7,Q8,Q9,Q10,Q11,Q12,Q13,mTurkCode
2017-01-11 10:12:31,2017-01-11 11:17:12,IP Address,67.6.200.242,100,3881,True,2017-01-11 11:17:14,R_1Fyz8cBUoGXNMP3,,,,,39.5457000732,-105.0021972656,anonymous,To a large extent,To a very large extent,To a very large extent,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,"1) My leader gives me coaching on projects when I ask for ideas or clarification.He takes input from me about what i want to do in training and looks for ideas on how I can do it the following year. 
2) He is respectful if he has negative feedback and gives me positive feedback too. He passes on what our final customer has said. I have family demands that require me to need time off, sometimes with little notice. He has been accommodating and has not made that an issue.
3) It appears that my leader speaks to others in our group respectfully for the most part. There is one guy in our group that he gets frustrated with at times. He shows his frustration, but doesn't get to yelling. 
","1) My supervisor notes watches for opportunities for training. Sometimes they are related to the goals that I set on my evaluation. He also watches for training that he thinks might be helpful. He doesn't always agree with my project plans, but will listen to my ideas and reasons. 
2) He is always willing to listen to my thoughts on projects. 
3) He will walk through ideas with me and give feedback, positive and negative.He will talk to our customer about those ideas and then get back to me. He allows me to take time off as needed to care for my wife, who was in an accident. If needed, he allows me to work from home to facilitate caring for my wife and working on my projects. When I am working out of town, he will assist in getting people from the office to help with anything I need.",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,USA,Male,Male,Division Manager,Sr Project Engineer,Defense,Manager,3011010
2017-01-12 09:25:32,2017-01-12 09:29:32,IP Address,76.120.139.254,100,240,True,2017-01-12 09:29:34,R_p3m6uMDmHVtmJZn,,,,,40.0581970215,-80.6361999512,anonymous,To a very large extent,To a very large extent,To a very large extent,Somewhat agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,My leader coaches me once a month to show me how I can improve. If I make any mistakes during the period between that he kindly helps me. I really feel like he is my equal even with the monthly evaluation which means a lot. I'd say it's like we're friends.,The most important thing is that I can come into work up to two hours late each day with no issue. In return I cover any days needed and let him construct my schedule to meet his daily life. It really works out well and it's the only aspect I can think of that really stands out.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,United States,Male,Male,Senior Manager,Manager,Retail,Manager,105027
2017-01-12 09:26:19,2017-01-12 09:29:33,IP Address,70.61.169.30,100,194,True,2017-01-12 09:29:35,R_pntZaKjL1AhAOKR,,,,,40.0989074707,-83.1614990234,anonymous,To a large extent,To a large extent,To a large extent,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,My relationship with my leader is good.   My leader helps me whenever I have an issue with my work or need guidance.   They are willing to listen.   They do not take a bad tone with me and are willing to show me how to avoid and issue or handle an issue.  I have a much better relationship with my leader because I respect my leader.,My leader understands my needs greatly.   Sometimes I will have to be late to work.  My wife works 3rd shift as a nurse and sometimes I am running behind waiting for her to get home.  My leader understands that and is willing to be flexible to help me out.,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,United States,Female,Male,Controller,Payroll Manager,Hospitality,Manager,7212153
2017-01-12 09:25:23,2017-01-12 09:30:58,IP Address,172.75.207.216,100,334,True,2017-01-12 09:31:00,R_3hEzwdU0oLkEAxK,,,,,33.9347991943,-81.1444015503,anonymous,To a large extent,To a large extent,To a large extent,Agree,Agree,Agree,Disagree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat disagree,Agree,Neither agree nor disagree,"Our relationship is great. He's my cousin so I've known him a long time. He helps me get training material from websites, which is helpful,. I think he respects me a lot.  He shows me that he respects me because I have a lot of leeway. We all get along well. ","He gets me the materials that I need to do the work. He's very efficiant. Anytime I have a problem he is there for me. He's an excellent listener, just last week I told him we need a new press and he went out and bought it. He also sent me to a class on using it. ",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,USA,Male,Male,Owner,Lead Tech,Steel,Director,1977731
2017-01-12 09:27:32,2017-01-12 09:32:36,IP Address,68.70.176.230,100,303,True,2017-01-12 09:32:37,R_XiysjdgTAwkRXCp,,,,,41.6499938965,-83.6741027832,anonymous,To a large extent,To a large extent,To a large extent,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,I think that the working relationship with my manager is quite good. When I need help he is always willing to do what he can to help me. He is also flexible with me when I need time off from work or when I need to leave early or come in late. I would say that we have a pretty good relationship. ,When I need help with something or need to do something my manager is very flexible with what I can do. He also listens to me when I have concerns with what is happening at work. He tries his best to accomodate me when I have requests for work related or non-work related problems. ,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,USA,Male,Male,Vice President,Planner,Planning,Analyst / Associate,4571436
2017-01-12 09:28:02,2017-01-12 09:33:13,IP Address,172.7.244.112,100,311,True,2017-01-12 09:33:15,R_3PzQ4NeGUw0D5EC,,,,,32.8343048096,-97.2288970947,anonymous,To some extent,To some extent,To a large extent,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,My manager gave me a decent amount of training on how to landscape and put down sod. He respects me by always complimented on my good work. My relationship is better than my coworkers because I've been working with him for 10 years. I do owe a lot fo him for helping me in life.,He understands my needs by asking me questions if I need anything to help with the job. This includes new equipment or ways to make my job faster and easier. He did tell me how to lay down grass and showed me techniques on how to cut the grass easily.,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,usa,Male,Male,owner/manager,landscaper,landscaping,Entry Level,8543723
2017-01-12 09:27:56,2017-01-12 09:33:22,IP Address,76.106.156.225,100,326,True,2017-01-12 09:33:23,R_3iDXZxvYLZo5WkE,,,,,30.0966033936,-81.71900177,anonymous,To a large extent,To a large extent,To a large extent,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,My leader has always had a loose leash on us. He lets us do our job as we see fit unless and until something goes wrong. He will then step in and guide us if we want it or need it. It is a great way of showing he respects our expertise and doesn't micromanage.,My leader does no jump in ad take over unless absolutely necessary Typically he lets us come to him when we have issues or need help. We have very open communication He will coach us or mentor us when we ask for it. He makes us all feel comfortable enough to ask because he doesn't judge.,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,united states,Male,Female,principal,teacher,education,Manager,5683188
2017-01-12 09:26:13,2017-01-12 09:33:41,IP Address,98.22.38.236,100,447,True,2017-01-12 09:33:42,R_124pD3k6kFAzEQV,,,,,35.4474945068,-91.7975997925,anonymous,To some extent,To some extent,A little,Agree,Agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,"My relationship is wth the general manager. Both she and I are new to our positions, so we scratch each others backs so to speak. She is there to help when I need her, which is good, because, the store is busy and sometimes I am in need of the extra experienced help.","If I have a problem, and most come from the staff, my leader will try to pull me in help from another store. Also she is hiring me extra help so we can weed out the dead wood. If I tell her what problems I am having for the day, she responds in a timely manner with her input and we put our heads together to fix the problems.",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,USA,Female,Male,General manager,assistant manager,retail,Manager,8290527
2017-01-12 09:30:37,2017-01-12 09:34:55,IP Address,184.88.214.57,100,258,True,2017-01-12 09:34:56,R_2EzOzJOtsKDpbJ7,,,,,29.3005065918,-81.1948013306,anonymous,To a large extent,To a very large extent,To a large extent,Agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,My leader provide me with a large amount of coaching. We have a lot of continuing education and on the job training. My leader always makes a point to pull you to the side and let you know when you are doing a good job. My relationship with my leader is about the same as other employees relationship with him.,"My leader offers us all an opportunity to get help, take extra time and get extensions if we need them. My supervisor always listens and has an open door policy that we can take advantage of. we get coaching and mentoring from my supervisor via videos, webinars and other training classes online.",Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,USA,Male,Male,Department manager,Programmer,IT,Analyst / Associate,6016726
2017-01-12 09:28:13,2017-01-12 09:35:04,IP Address,68.199.64.184,100,411,True,2017-01-12 09:35:06,R_ykIxmfs0cFbqAsV,,,,,40.3594970703,-74.262802124,anonymous,To a very large extent,To a very large extent,To some extent,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,"My relationship with my manager is awesome. I currently due for a promotion so she has been working hand and hand with me to get me 100% up to speed. She absolutely is amazing at being very thorough on all the certain tasks and processes I need to know upon my evaluation date. She maintains a perfect balance between work/outside of work relationships. She also treats people with the most upmost respect although I slightly see her favoring me to be honest, looks at me like a brother. She always has the answer to any of my questions I tend to ask.","My leader is three levels above me and values everything I say and contribute to the team. She always stays humble with her level of position within the company and sometimes takes on duties to help out that are way below her pay grade. She is very open to suggestions and also always gives them. She floats around on a day-to-day basis making us feel all at home and making us feel open to give and assist her in her decision making even though she may not need it. She will take and execute a suggestion even if she thinks otherwise just so that you can see the outcome whether or not it was the best course of action, failed or succeeded.",Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,USA,Male,Male,operations manager,area manager,warehouse operations,Manager,8385960
2017-01-12 09:28:42,2017-01-12 09:35:38,IP Address,208.50.216.138,100,416,True,2017-01-12 09:35:39,R_1eXA7aIMDPN6AO0,,,,,42.7422943115,-86.0661010742,anonymous,A little,To some extent,To some extent,Neither agree nor disagree,Somewhat disagree,Disagree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,"My director is a good person but a terrible leader. He clearly favors some in my department but not others. He has told me that he does not know how to talk to me. I have a co worker that is able to ""work from home"" because she does not get the same amount of vacation time as the rest of the department. We all have 10 + years with the company, she has two.","My director does not provide any coaching and mentoring. His idea of work objectives consist of a spreadsheet of 6-8 items that have to be met in 12 months. When I schedule 1on1 meetings with him, he regularly cancels the meeting. Every time there is a problem, he rants and raves until one of us take on the issue.",Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,USA,Male,Female,Director,Purchasing,Automotive,Analyst / Associate,2545819
2017-01-12 09:26:11,2017-01-12 09:36:22,IP Address,24.45.27.19,100,610,True,2017-01-12 09:36:23,R_1osPyTuvZbbiuDv,,,,,41.0222015381,-73.8125,anonymous,To a large extent,To a very large extent,To a large extent,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,"When I first started working here, my leader was the one who helped train me and get me up to speed. I was able to learn quickly because I was able to ask question and they were answered in a way that was helpful and he was patient with me as I learned the steps. The leader shows respect by listening to my concerns and not brushing them off. We all have the same relationship with our leader. ","Our supervisor helps out if I have an issue with a task or a project and if he is not busy with another task, he will come over to help me directly. The supervisor listens to my concerns and takes them seriously as it can also affect him and the work group. I was mentored by my supervisor when I was hired and he was a good teacher in letting me ask questions and working me through the difficult steps. If I had a serious issue, he would relay that to the person above him.",Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,USA,Male,Male,Laboratory Manager,Laboratory Technician,Science and Research,Entry Level,2977064
2017-01-12 09:29:21,2017-01-12 09:37:32,IP Address,24.179.236.45,100,491,True,2017-01-12 09:37:34,R_a8K6X231SBRvRYZ,,,,,45.1060028076,-95.0278015137,anonymous,A little,A little,To some extent,Disagree,Somewhat agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,My current supervisor does not provide any support to my position.  He does not know my job nor does he know what I do in a day.  My supervisor shows respect for me by just leaving me to my job.  He does not interfere with what I am doing and does not tell me how to do my job. Two of my co workers have a much better relationship with my supervisor than I do.  They suck up to him and try to be his best friend.  That is not something I do.  ,"My supervisor does not contribute anything to me achieving my work objectives.  If I need to purchase something to do my job I can.  As far as doing my work, my supervisor does not provide any type of work help or support. My supervisor will listen to your concerns and problems, but he does not ever do anything about it.   My supervisor does not provide any coaching or mentoring.  He does not know how to do my job nor does he know what I do in a day.  He would be unable to help with coaching since he doesn't know the job. ",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,USA,Male,Female,Owner of Company ,Warehouse Management,Transportation and Warehousing ,Manager,5085671
2017-01-12 09:30:24,2017-01-12 09:38:16,IP Address,73.91.180.216,100,471,True,2017-01-12 09:38:17,R_zcLUXYK2Hmpaw2l,,,,,35.0386962891,-89.9275970459,anonymous,To some extent,To some extent,To some extent,Disagree,Somewhat agree,Disagree,Somewhat agree,Disagree,Strongly disagree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,"1) My leader provides a little coaching, but most of my coaching comes from other coworkers because I work in rehab and my manager is not the same type of clinician as me.  I get most of my coaching from more experienced rehab professionals in the same field as me.

2) My manager shows that she respects me by asking about my life and my family and how I'm doing at work as well as praising me for the quality of my work.

3) My relationship with my manager is better than that of my coworkers.  One time she yelled at a coworker of mine, and their relationship has been changed since then.","1) My supervisor makes sure that I have clinical support from other clinicians in the same field as me.  

2) I don't bring many concerns to my manager because I feel insecure about admitting that I'm struggling.

3) My supervisor provides me with general social support, but she doesn't really coach or mentor me.",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,USA,Female,Male,Rehab Manager,Physical Therapist Assistant,Healthcare,Entry Level,571803
2017-01-11 10:13:24,2017-01-12 09:40:48,IP Address,173.20.161.59,100,84444,True,2017-01-12 09:40:49,R_2ffjpWLdO6aEJQp,,,,,37.1701965332,-93.3296966553,anonymous,To a large extent,To a large extent,To a large extent,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,my manager is always willing to help or coach me as well as point out my mistakes and show me how to correct them.she is very respectful and always is nice my relationship with her compared to others is there is more of a mutual respect for each other and maybe a slight fondness on my side i respect what she has accomplished in her life both professionally and personally i can say she works very hard for both and and the success she has achieved has my respect and admiration! it makes my want to work more intently for her,she is very good at coaching us and helping us move toward our goal she is constantly on the move asking questions and see if we need help she keeps us going when we bock down and if things get to intense she makes sure that we keep focused on the task at hand if anyone needs anything during a job she makes sure we can get it if one of us needs more training or is struggling she makes sure we get it and if someone falls behind she makes sure we can get the help we need then,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,united states,Female,Male,team leader,it specialist ,banking,Analyst / Associate,4096501
2017-01-12 09:34:11,2017-01-12 09:41:44,IP Address,99.17.192.91,100,453,True,2017-01-12 09:41:46,R_Rq2Cpcp3fHivCff,,,,,30.3041992188,-97.6856994629,anonymous,To some extent,To a large extent,To a large extent,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,"my leader doesn't do much coaching, he expects us to already know the parameteres, he shows respect but that is about all, it is not just me he treats this way, he treats all my coworkers the same way. He is professional and courteous but not very helpful on jobs. ","My leader gives us all the materials and tools needed and plenty of time, but thats the extent of it. He listens to problems we have but mainly expects us to figure out the solutions. His favorite response, is ""ok, so how would you go about fixing this problem?"" once or twice he has helped out, but it is few and far between.",Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,USA,Male,Male,Information Manager,Network Security Auditor,IT,Analyst / Associate,5950048
2017-01-12 09:35:04,2017-01-12 09:42:18,IP Address,47.31.136.50,100,433,True,2017-01-12 09:42:20,R_1Nh2CJWFlwGGCuF,,,,,28.6667022705,77.2167053223,anonymous,To a large extent,To a large extent,To a large extent,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,"My leader is really helpful in professional aspects. He sends me for training programs and shares with me materials so that I can improve myself. Moreover, as I always complete my works well within schedule he gives me enough respect. My relationship with my leader is ideal in my words.","My leader helps me out during times of need. If I struggle with an issue, he takes special care and tries to solve problems. When it comes to work, I really like his way of mentoring. He just creates interest for me in the field without directly spoon feeding. This has helped me learn the trade well.",Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,India,Male,Male,Category manager,Manager,Engineering,Manager,1348751
2017-01-12 09:26:54,2017-01-12 09:44:04,IP Address,98.220.6.6,100,1030,True,2017-01-12 09:44:06,R_cGFBnTA5J9zaEdb,,,,,41.6024932861,-86.2642974854,anonymous,To some extent,To some extent,To some extent,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,"My relationship with my leader is mutually professional and respectful. My leader has provided me with the adequate training for me to do my job. My leader shows that they respect me by providing me with updates, as well as consults me regarding our progress within our workplace. My leader has more of a casual and humorous relationship with my coworkers.","My leader does understand my problems and needs in order to do my job adequately. My supervisor provides me with the work force I require to do my job as well as the training. My supervisor provides me with adequate meeting times, as well as makes recommendations regarding the improvement of our productivity.",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,United States of America,Male,Female,Production Manager,Production supervisor,Plastics manufacturing,Manager,513194
2017-01-12 09:38:24,2017-01-12 09:46:29,IP Address,45.26.21.158,100,485,True,2017-01-12 09:46:29,R_9ugbf2lT1VFzdKl,,,,,38.8522033691,-97.6141967773,anonymous,To a very large extent,To a very large extent,To a very large extent,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"I HAVE AN EXCELLENT RELATIONSHIP WITH MY LEADER. SHE HAS SHOWN SO MUCH PATIENCE AND HAS SHARED SO MUCH KNOWLEDGE WITH ME. I ADMIRE HER AND LOOK UP TO HER IN SO MANY AREAS OF LIFE, SHE REALL TOOK ME UNDER HER WING AND HAS SHAPED ME IN SO MANY DIFFERENT SKILLS NECESSARY TO PERFORM MY JOB.","SHE IS ALWAYS THERE FOR ME TO ASK FOR HELP, AND SHE NEVER HESITATES TO GUIDE ME IN THE PROPER PROCEDURES. SHE NEVER DOUBTS MY ABILITIES AND SOMETIMES HAS MORE FAITH AND TRUST IN ME THAN I HAVE IN MYSELF. I COULD NOT ASK FOR A BETTER LEADER AND TEACHER.",Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,USA,Female,Female,OWNER,WORKER,RENTAL REMODELING AND REPAIR,Entry Level,7686130
2017-01-12 09:30:45,2017-01-12 09:47:19,IP Address,163.47.12.226,100,993,True,2017-01-12 09:47:21,R_CmpZ2L85YHSdM65,,,,,13.0832977295,80.2832946777,anonymous,To a large extent,To a large extent,To a large extent,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,"I trust and respect my leader as he shows much care and affection towards me and behave friendly and supports me in tough ways, he provides many opportunities to improve my knowledge and his coaching is always best and produce capacity of thinking and gives me more project and guidance to do that and he behaves very politely if i did some mistakes and do not show anger towards me and changes me and apart from other co workers he supports me alot","he assures my career and gives me moral support and he monitors me and provide excellent coaching and explains me what responsibility i have to do on project and recognize and reinforce strong to achieve goals , coaching and mentoring are mostly equal and gives me more opportunity to prove me from all projects",Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,USA,Male,Female, MANAGER,ANALYST,IT,Analyst / Associate,1909937
2017-01-12 09:43:33,2017-01-12 09:48:08,IP Address,50.207.169.86,100,274,True,2017-01-12 09:48:09,R_2rpEkvk8nO1WCqU,,,,,40.5516052246,-74.4636993408,anonymous,To a large extent,To some extent,To a large extent,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,"My leader does not provide much coaching at all since he is not aware of how to do my job. 

He does show respect by letting me know things ahead of time so I will not be blindsided later on. He also understands if an emergency comes up and respects that i may need extra time to take care of it.

My relationship with my manager is similar to my coworkers. The only difference is that I am given more challenging tasks. ","I am not sure my leader understands most needs because he did not do my job prior to becoming my manager, so he does not fully understand the issues some things cause.

I believe he listens to concerns, but it is a longer process to get them resolved since there are many individuals involved that would have to participate in the change.

No coaching.",Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,USA,Male,Female,OPERATIONS MANAGER,ADMINISTRATOR,CONSTRUCTION,Analyst / Associate,715763
2017-01-12 09:27:05,2017-01-12 09:48:29,IP Address,122.178.114.162,100,1283,True,2017-01-12 09:48:30,R_3Ep68rxmJdZrnVG,,,,,10.9924926758,76.9613952637,anonymous,To some extent,To a large extent,To a very large extent,Agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,"He give me a daily training about our company project                                                   
He response in a positive manner and give a great respect                                            
Given a same reaction on co-workers                                                                              
","Getting a new ideas and shorted to give a simple way                                                        
Not disturbed the whole team work and given a good advice                                              
Simply good and clear view to get a great coach                                                                ",Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,USA,Male,Male,Branch Head,Underwriter,Insurance,Entry Level,2020649
2017-01-12 09:38:30,2017-01-12 09:49:48,IP Address,122.178.114.162,100,677,True,2017-01-12 09:49:49,R_phM8MkPGLOYUtyx,,,,,10.9924926758,76.9613952637,anonymous,To a large extent,To a very large extent,To a large extent,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,"He give me a daily training about our company project                                                   
He response in a positive manner and give a great respect                                            
Given a same reaction on co-workers                                                                              ","Getting a new ideas and shorted to give a simple way                                                        
Not disturbed the whole team work and given a good advice                                              
Simply good and clear view to get a great coach                               ",Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,USA,Female,Male,Manager,Technician,Information Technology,Intern,1928864
2017-01-12 09:41:24,2017-01-12 09:50:27,IP Address,50.96.156.182,100,542,True,2017-01-12 09:50:28,R_s5tLeB4UZzTD5FT,,,,,35.9765014648,-95.8152008057,anonymous,To some extent,To some extent,To some extent,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,"There are times when the manager is good with development of staff bit it is usually for their personal gain.
Our leader is willing to hear our issues but does not readily follow up.
Two different worlds. My relationship with my peers is more open and consistent.","Problems are somewhat understood, but resolution is very scant. There is some assistance offered but training is often absent. The supervisor would rather most circumstances work themselves out if possible. It does not provide any relief when the same problems reoccur.",Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,United States,Female,Male,Manager,Nurse,Healthcare,Analyst / Associate,8016486
2017-01-12 09:34:18,2017-01-12 09:50:51,IP Address,14.207.17.72,100,992,True,2017-01-12 09:50:54,R_2XiVWJ9z3kjkCt6,,,,,13.7593994141,100.4888916016,anonymous,To a large extent,To a large extent,To a large extent,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,does or did the job i now do has set up the training for the company and has me do some of the training to get a better fell of what is required to be a leader in the field i work. treats everyone on the same playing field  ,has done my job and knows what there is in doing it will help get things done and provide guidance on the task on hand if there is a question or safety issue. will let us work out the problem and give ideas to try to better our skills   ,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,america,Male,Male,senior supervisor ,senior mechanic ,transportation,Analyst / Associate,7335021
